product,rating,rating count,price,product url
BIC 751766084321 Cristal Xtra Smooth Pens Blue Medium Point. 10-Pack  ,4.7 out of 5 stars,"1,837  ",4.46,https://amazon.com/BIC-751766084321-Cristal-Smooth-10-Pack/dp/B01NCHKY12/ref=sr_1_1?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-1
"BIC 4-Color Ball Pen, Medium Point (1.0mm), Assorted Ink, 3-Count  ",4.7 out of 5 stars,"1,637  ",7.03,https://amazon.com/BIC-4-Color-Medium-Assorted-3-Count/dp/B010DS301E/ref=sr_1_2?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-2
"BIC Cristal Xtra Bold Fashion Ballpoint Pen, Bold Point (1.6mm), Assorted Colors, 24-Count (MSBAPP241-A-AST)  ",4.7 out of 5 stars,"25,260  ",7.49,https://amazon.com/BIC-MSBAPP241-Ballpoint-Assorted-24-Count/dp/B075CGYY5P/ref=sr_1_3?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-3
"BIC Round Stic Xtra Life Ballpoint Pen, Medium Point (1.0mm), Blue, 10-Count  ",4.8 out of 5 stars,"1,437  ",1.59,https://amazon.com/BIC-Round-Ballpoint-Medium-10-Count/dp/B00004YTPX/ref=sr_1_4?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-4
"BIC Xtra-Sparkle Mechanical Pencil, Medium Point (0.7mm), Fun Design With Colorful Barrel, 15-Count  ",4.8 out of 5 stars,"1,771  ",6.99,https://amazon.com/BIC-Sparkle-Mechanical-Colorful-15-Count/dp/B015HJGBHE/ref=sr_1_5?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-5
"BIC Clic Stic Retractable Ballpoint Pen, 1 mm Medium Tip, Black, Pack of 60  ",4.5 out of 5 stars,43  ,27.07,https://amazon.com/BIC-Retractable-Ballpoint-Medium-Black/dp/B083H2T2ZS/ref=sr_1_7?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-7
"Amazon Basics Felt Tip Marker Pens - Assorted Color, 12-Pack  ",4.7 out of 5 stars,"29,657  ",8.56,https://amazon.com/AmazonBasics-Felt-Tip-Pens-Assorted/dp/B078WJM15Y/ref=sr_1_8?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-8
"BIC Round Stic Xtra Life Ballpoint Pen, Medium Point (1.0mm), Black, 60-Count  ",4.7 out of 5 stars,392  ,5.99,https://amazon.com/BIC-Round-Ballpoint-Medium-60-Count/dp/B01HGYGTYI/ref=sr_1_9?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-9
"BIC Round Stic Xtra Life Ballpoint Pen, Medium Point (1.0mm), Black, Flexible Round Barrel For Writing Comfort, 60-Count (Packaging May Vary)  ",4.7 out of 5 stars,"30,749  ",5.99,https://amazon.com/BIC-Round-Ballpoint-Medium-60-Count/dp/B0012YVGOW/ref=sr_1_10?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-10
"BIC Round Stic Xtra Life Ballpoint Pen, Medium Point (1.0mm), Black, Flexible Round Barrel For Writing Comfort, 144-Count  ",4.8 out of 5 stars,"8,678  ",12.0,https://amazon.com/BIC-Round-Ballpoint-Medium-144-Count/dp/B06WGMTMVM/ref=sr_1_12?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-12
"COLNK Multicolor Ballpoint Pen 0.5, 4-in-1 Colored Pens Fine Point,Ballpoint Gift Pens for Planner Journaling,Assorted Ink, 6-Count  ",4.6 out of 5 stars,"3,406  ",13.97,https://amazon.com/COLNK-Multicolor-Ballpoint-Journaling-Assorted/dp/B08NHYS79B/ref=sr_1_13?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-13
"BIC Soft Feel Fashion Retractable Ballpoint Pen With Special No-Slip Comfortable Grip, Medium Point (1.0mm), Assorted Colors, 12-Count  ",4.6 out of 5 stars,441  ,7.29,https://amazon.com/BIC-Retractable-Fashion-Assorted-12-Count/dp/B01N7WGRKG/ref=sr_1_14?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-14
"BIC Round Stic Xtra Life Black Ballpoint Pens, Medium Point (1.0mm), 36-Count Pack of Bulk Pens, No. 1 Selling Ballpoint Pens  ",4.7 out of 5 stars,"9,921  ",6.49,https://amazon.com/BIC-Round-Ballpoint-Medium-36-Count/dp/B00347A8NK/ref=sr_1_15?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-15
"4 PCS Ballpoint Pens, Glitter Rose Gold Click Ball Pens, Metal Retractable Pen, Black Ink Medium Point 1mm, Gifts and Office Supplies  ",4.6 out of 5 stars,888  ,8.99,https://amazon.com/Ballpoint-Glitter-Retractable-Medium-Supplies/dp/B08K42WW94/ref=sr_1_16?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-16
"Bic 830864 BiC Cristal Original 1.0 mm Ball Pen Pack of 10,Black Packaging may Vary  ",4.7 out of 5 stars,"48,627  ",6.95,https://amazon.com/830864-Cristal-Original-Ball-Pack/dp/B004DBHR2Q/ref=sr_1_17?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-17
"uni-ball Vision Needle Rollerball Pens Fine Point, 0.7mm, Assorted, 8 Pack  ",4.7 out of 5 stars,"3,453  ",16.6,https://amazon.com/uni-ball-Vision-Needle-Rollerball-Assorted/dp/B000XEFQAM/ref=sr_1_18?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-18
"BIC 4-Color Shine Ball Pen, Medium Point (1.0 mm), Metallic Barrel, Assorted Inks, 2 Count  ",4.8 out of 5 stars,554  ,6.99,https://amazon.com/BIC-4-Color-Metallic-Assorted-2-Count/dp/B01N4S92UB/ref=sr_1_20?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-20
"BIC Round Stic Grip Xtra Comfort Ballpoint Pen, Medium Point (1.2mm), Black, Soft Grip For Added Comfort And Control, 36-Count  ",4.7 out of 5 stars,"4,060  ",6.84,https://amazon.com/BIC-Comfort-Ballpoint-Medium-36-Count/dp/B00V3RI786/ref=sr_1_21?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-21
"BIC 4-Color Fashion Ballpoint Pen, Light Blue Barrel, Medium Point (1.0 mm), Assorted Inks, 4-Count  ",4.8 out of 5 stars,183  ,7.49,https://amazon.com/BIC-4-Color-Fashion-Ballpoint-Assorted/dp/B07FCSV53V/ref=sr_1_22?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-22
"BIC 4-Color Grip Stylus Ball Pen, Medium Point (1.0mm), Assorted Inks, 1-Count (MMGSTP11)  ",4.7 out of 5 stars,"1,996  ",6.49,https://amazon.com/BIC-4-Color-Ballpoint-Assorted-1-Count/dp/B01F6B5YPI/ref=sr_1_23?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-23
"BIC Round Stic Grip Xtra Comfort Ballpoint Pen, Medium Point (1.2mm), Purple, 12-Count  ",4.7 out of 5 stars,"2,781  ",2.64,https://amazon.com/BIC-Comfort-Ballpoint-Medium-12-Count/dp/B000Q5ZDLA/ref=sr_1_24?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-24
BIC Round Stic Ballpoint Pens  ,4.7 out of 5 stars,"7,945  ",5.99,https://amazon.com/Round-Ballpoint-Medium-Assorted-Colors/dp/B07L54B5N3/ref=sr_1_25?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-25
"BIC Ballpoint Retractable Pens (BU311BK), Black  ",4.6 out of 5 stars,155  ,7.53,https://amazon.com/Bic-Ballpoint-Retractable-Pens-BICBU311BK/dp/B009DJ1WJM/ref=sr_1_26?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-26
"BIC Gel-ocity Smooth Gel Pen, Fine Point (0.5mm), Blue, For a Smooth, Effortless Writing Experience, 36-Count  ",4.6 out of 5 stars,"2,253  ",19.84,https://amazon.com/BIC-Gel-ocity-Smooth-36-Count-Vibrant/dp/B08KTSC6RP/ref=sr_1_27?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-27
"BIC Wite-Out Brand Mini Correction Tape, White, Tape Applies Dry, Great For School And Home 12-Count  ",4.7 out of 5 stars,"2,440  ",18.79,https://amazon.com/BIC-Wite-Out-Brand-Correction-12-Count/dp/B07MN6M9G2/ref=sr_1_28?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-28
BIC Soft Feel soft touch comfort black ink ball pens 12+6  ,4.6 out of 5 stars,153  ,7.99,https://amazon.com/Soft-Feel-touch-comfort-black/dp/B077Q7K3CK/ref=sr_1_29?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-29
"BIC Round Stic Xtra Life Ballpoint Pen, Medium Point (1.0mm), Blue, Flexible Round Barrel For Writing Comfort, 60-Count  ",4.8 out of 5 stars,"19,638  ",5.49,https://amazon.com/BIC-Round-Ballpoint-Medium-60-Count/dp/B001Q4HUNO/ref=sr_1_30?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-30
"BIC Cristal Xtra Bold Ballpoint Pen, Bold Point (1.6mm), Blue, 12-Count  ",4.8 out of 5 stars,"1,219  ",4.42,https://amazon.com/BIC-Cristal-Ballpoint-Point-12-Count/dp/B00347A984/ref=sr_1_31?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-31
"BIC Glide Retractable Ball Point Pen, Medium Point (1.0 mm), Black, Comfortable Rubber Grip For Smooth Writing, 12-Count  ",4.6 out of 5 stars,"4,331  ",11.85,https://amazon.com/BIC-Atlantis-Original-Retractable-12-Count/dp/B00006IE7F/ref=sr_1_33?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-33
Bic Scsm361bk Soft Feel Retractable Ballpoint Pen Black 1Mm Medium 36/Pack  ,4.7 out of 5 stars,81  ,18.95,https://amazon.com/Soft-Retractable-Ballpoint-Black-Medium/dp/B01J1ZY5BO/ref=sr_1_34?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-34
"BIC Soft Feel Ball Pen, Black, Medium Point, 5-Count  ",4.4 out of 5 stars,53  ,4.99,https://amazon.com/BIC-Black-Medium-Point-5-Count/dp/B003RIU35Y/ref=sr_1_35?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-35
"BIC Glide Bold Black Ballpoint Pens, Bold Point (1.6mm), 12-Count Pack, Retractable Ballpoint Pens With Comfortable Full Grip  ",4.8 out of 5 stars,"2,887  ",7.98,https://amazon.com/BIC-Ballpoint-12-Count-Retractable-Comfortable/dp/B010DS3GFO/ref=sr_1_36?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-36
"BIC Glide Bold Retractable Ball Pen, Bold Point (1.6mm), Blue, Comfortable Grip for Smooth Writing, 36-Count  ",4.7 out of 5 stars,"5,961  ",18.75,https://amazon.com/BIC-Velocity-Retractable-Point-36-Count/dp/B01MG9C7K9/ref=sr_1_37?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-37
"BIC Round Stic Grip Xtra Comfort Ballpoint Pen, Medium Point (1.2mm), Red, 12-Count  ",4.7 out of 5 stars,532  ,2.68,https://amazon.com/BIC-Comfort-Ballpoint-Medium-12-Count/dp/B00006IE7A/ref=sr_1_38?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-38
"BIC Gel-ocity Smooth Stick Gel Pens, Fine Point, 0.5mm, Assorted Ink (8 Pack)  ",4.7 out of 5 stars,313  ,7.8,https://amazon.com/BIC-Gel-ocity-Smooth-Stick-Assorted/dp/B088Y3DD6N/ref=sr_1_40?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-40
"BIC Medium Point Ball Pen, 4 Colors, Assorted Ink, 1 per Pack  ",4.7 out of 5 stars,"1,780  ",2.98,https://amazon.com/BIC-Medium-Colors-Assorted-MMXP11/dp/B000R30PMS/ref=sr_1_41?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-41
"BIC 4-Color 3+1 Ballpoint Pen and Pencil, Medium Point (1.0 mm), 0.7mm Lead, Assorted Inks, 1-Count  ",4.8 out of 5 stars,"4,849  ",6.09,https://amazon.com/BIC-4-Color-Ballpoint-Assorted-1-Count/dp/B01N7W7KU8/ref=sr_1_42?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-42
"BIC Soft Feel Ball Pen, Blue , Medium Point, 32-Count  ",4.6 out of 5 stars,54  ,18.48,https://amazon.com/Soft-Feel-Medium-Point-32-Count/dp/B07CCG4PWG/ref=sr_1_43?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-43
"BIC Round Stic Xtra Life Ballpoint Pen, Medium Point (1.0mm), Black, 12-Count  ",4.7 out of 5 stars,"1,152  ",2.49,https://amazon.com/BIC-Round-Ballpoint-Medium-12-Count/dp/B00006IE7K/ref=sr_1_44?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-44
"BIC 4-Color Shine Ballpoint Pen, Pink Barrel, Medium Point (1.0mm), Assorted Inks, 3-Count  ",4.7 out of 5 stars,"1,402  ",6.99,https://amazon.com/BIC-4-Color-Ballpoint-Assorted-3-Count/dp/B07FCTVQXS/ref=sr_1_45?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-45
"BIC 4-Color Grip Ballpoint Pen, Orange Barrel, Fine Point (0.8mm), Assorted Inks, 3-Count  ",4.7 out of 5 stars,"1,423  ",6.99,https://amazon.com/BIC-4-Color-Ballpoint-Assorted-3-Count/dp/B07FCSVFR2/ref=sr_1_46?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-46
"BIC Round Stic Xtra Life Ballpoint Pen, Medium Point (1.0mm), Red, 10-Count  ",4.7 out of 5 stars,"1,743  ",1.59,https://amazon.com/BIC-Round-Ballpoint-Medium-10-Count/dp/B000PII4NC/ref=sr_1_47?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-47
"BIC MMBG3EC-A-AST 4-Color Grip Ballpoint Pen, Blue Barrel, Medium Point (1.0mm), Assorted Inks, 3-Count  ",4.8 out of 5 stars,434  ,6.99,https://amazon.com/BIC-4-Color-Ballpoint-Assorted-3-Count/dp/B07FCSR491/ref=sr_1_48?keywords=stylo+bic&qid=1665251422&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-48
ABOAT Breast Cancer Awareness Pens Pink Ribbon Message Ballpoint Pens for Charity Recognition Public Event Fundraiser (96)  ,4.7 out of 5 stars,166  ,22.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A01286441UDKAY44J3EOQ&url=%2FABOAT-Awareness-Ballpoint-Recognition-Fundraiser%2Fdp%2FB08DM3JM2K%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dstylo%2Bbic%26qid%3D1665251425%26qu%3DeyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%253D%253D%26sr%3D8-49-spons%26psc%3D1&qualifier=1665251425&id=3531733524749981&widgetName=sp_atf_next
"Gel Ink Rollerball Stylus Pen - 18 Pack,0.5mm Fine Point,Large Capacity Black Ink,Writing Smoothly for Office,Business,Gift,Metal Clip,Matt Type,Kaka Rabbit  ",4.3 out of 5 stars,453  ,24.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0492631146L2T4CJIW4B&url=%2FGel-Ink-Rollerball-Stylus-Pen%2Fdp%2FB08VDRNJ75%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dstylo%2Bbic%26qid%3D1665251425%26qu%3DeyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%253D%253D%26sr%3D8-50-spons%26psc%3D1&qualifier=1665251425&id=3531733524749981&widgetName=sp_atf_next
"uni-ball Roller Rollerball Pens Fine Point Micro Tip, 0.5mm, Blue, 12 Pack  ",4.8 out of 5 stars,"1,554  ",13.82,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A00173381DL6ZRQ2LS1D8&url=%2Funi-ball-Roller-Micro-Point-0-5mm%2Fdp%2FB00006IE8R%2Fref%3Dsr_1_51_sspa%3Fkeywords%3Dstylo%2Bbic%26qid%3D1665251425%26qu%3DeyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%253D%253D%26sr%3D8-51-spons%26psc%3D1&qualifier=1665251425&id=3531733524749981&widgetName=sp_atf_next
24 Pads Sticky Notes 1.5x2 inch Bright Colors Self-Stick Pads Total 1800 Sheets  ,4.4 out of 5 stars,"3,152  ",8.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0031711WZUO5LRQBPIW&url=%2FSticky-Bright-Colors-Self-Stick-Sheets%2Fdp%2FB07V7HS2CC%2Fref%3Dsr_1_52_sspa%3Fkeywords%3Dstylo%2Bbic%26qid%3D1665251425%26qu%3DeyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%253D%253D%26sr%3D8-52-spons%26psc%3D1&qualifier=1665251425&id=3531733524749981&widgetName=sp_atf_next
"BIC 4 Colours Pens In A Special Metal Tin of 5 Pens, Includes mix of Shine and Bright Barrel Coloured Ink  ",4.6 out of 5 stars,"3,230  ",22.99,https://amazon.com/BIC-967279-Colour-Box-Pack/dp/B07GS3WQMS/ref=sr_1_53?keywords=stylo+bic&qid=1665251425&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-53
BIC 4 Colours Sun Ballpoint Pens - Box of 12  ,4.8 out of 5 stars,272  ,24.45,https://amazon.com/BIC-949897-Colours-Ballpoint-Pack/dp/B07822P8QR/ref=sr_1_54?keywords=stylo+bic&qid=1665251425&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-54
"BIC 4 Colours Shine Retractable Ballpoint Pens, Medium Point (1.0 mm) - Assorted Metallic Barrels, Box of 12  ",4.7 out of 5 stars,"1,081  ",23.68,https://amazon.com/BIC-Colours-Shine-Ballpoint-Medium/dp/B07LF6DPH7/ref=sr_1_56?keywords=stylo+bic&qid=1665251425&qu=eyJxc2MiOiIxLjkxIiwicXNhIjoiMS41NyIsInFzcCI6IjEuNjkifQ%3D%3D&sr=8-56
